abilities,advances_from,advances_to,alignment,cost,hp,unit,level,moves,xp,description,unit_page,unit_id
‒,‒,‒,neutral,36,57,direwolf,3,10,150,"Wolves are aggressive animals that hunt in packs. Although weak individually, a wolf pack can kill even the strongest man in minutes.",https://units.wesnoth.org/1.14/mainline/en_US/Direwolf.html,235
‒,‒,‒,neutral,30,45,great_wolf,2,9,100,"Wolves are aggressive animals that hunt in packs. Although weak individually, a wolf pack can kill even the strongest man in minutes.",https://units.wesnoth.org/1.14/mainline/en_US/Great%20Wolf.html,236
‒,‒,‒,neutral,17,32,wolf,1,8,50,"Wolves are aggressive animals that hunt in packs. Although weak individually, a wolf pack can kill even the strongest man in minutes.",https://units.wesnoth.org/1.14/mainline/en_US/Wolf.html,237
‒,‒,"goblin_knight,goblin_pillager",chaotic,17,32,wolf_rider,1,8,30,"No one is quite sure how the practice of taming and riding wolves came into being, but the advantages of it for a goblin are obvious. Goblins are smaller and much weaker than their orcish kin, and are often tasked to the most dangerous and unwanted parts of a fight. Any who can manage to win themselves a mount have a much safer, and daresay, more amusing role in combat.
Wolves, likely, could never support the weight of a man in plate, but a goblin in leather armor is a simple load to bear. Quite unlike horses, these mounts have a rather easy time traversing the mountains, though water and woods will still slow them down.",https://units.wesnoth.org/1.14/mainline/en_US/Wolf%20Rider.html,238
‒,wolf_rider,direwolf_rider,chaotic,32,49,goblin_knight,2,9,65,"The Goblin ‘Knights’ have little in common with the men who share that title, and the title is bestowed in mockery by their enemies. The similarity is simply that they are the elite of the wolf riders, likely promoted to their position by their success in some audacious raid.
The wolves they are given are bred for speed and strength, making them quite dangerous in combat.",https://units.wesnoth.org/1.14/mainline/en_US/Goblin%20Knight.html,239
‒,goblin_knight,‒,chaotic,44,61,direwolf_rider,3,10,150,"‘Dire wolves’ differ from the common variety only in size and color. They typically stand taller than a horse at the shoulder, and have an appetite to match. Only a madman would willingly encounter them; but goblins, at great cost to themselves, have managed to tame and ride them.
The claws of a wolf are not generally regarded as being the more dangerous parts, but on a beast this large, they are thicker and longer than iron nails. Their riders smear a poison on the front set, not unlike that used by the orcish assassins, making a swipe from these beasts’ paws into a most deadly stroke.
Special Notes: The victims of this unit’s poison will continually take damage until they can be cured in town or by a unit which cures.",https://units.wesnoth.org/1.14/mainline/en_US/Direwolf%20Rider.html,240
‒,wolf_rider,‒,chaotic,32,44,goblin_pillager,2,9,100,"Some Goblins train their wolves to overcome their fear of fire. In raids, these goblins take a supporting role; they will torch the homes and crops of their foes, and also carry nets to wreak havoc against those attempting to rally for defense or reprisal.
Special Notes: This unit is able to slow its enemies, halving their movement speed and attack damage until they end a turn.",https://units.wesnoth.org/1.14/mainline/en_US/Goblin%20Pillager.html,241
"ambush,regenerates",‒,elder_wose,lawful,20,52,wose,1,4,40,"Rarely seen even by elves, the Wose is an order of creature about which little is known. The elves are the source of most of this knowledge; they know that these beings are not descended from trees, despite the similarity in form, and they know that a wose is more closely tied to the faerie world than the elves themselves, though in a different way. The motives and workings of their kind are unknown, though most subscribe to the obvious theory that woses are dedicated wardens of the natural world.
Woses are utterly unwarlike, but possess a great strength. They are, however, neither used to, nor quick at moving around.
Special Notes: In woodlands, this unit’s ambush skill renders it invisible to enemies unless it is immediately adjacent or has revealed itself by attacking. This unit regenerates, which allows it to heal as though always stationed in a village.",https://units.wesnoth.org/1.14/mainline/en_US/Wose.html,242
"ambush,regenerates",wose,ancient_wose,lawful,31,64,elder_wose,2,4,100,"Woses have been said to possess many shapes, all of them tree-like in form, and as they age, to increase in size. Tales tell of woses who resemble trees in this respect as well, towering over the creatures who walk beneath them. This is the greater part of why they are so rarely seen — standing in the slumber which they so often do, a wose of that stature appears to be nothing more than an oddly-shaped tree. Even a careless elf can sometimes be fooled.
Woses are not warriors by any means, but their great strength can easily be turned to violence, should someone manage to raise the ire of these creatures.
Special Notes: In woodlands, this unit’s ambush skill renders it invisible to enemies unless it is immediately adjacent or has revealed itself by attacking. This unit regenerates, which allows it to heal as though always stationed in a village.",https://units.wesnoth.org/1.14/mainline/en_US/Elder%20Wose.html,243
"ambush,regenerates",elder_wose,‒,lawful,48,80,ancient_wose,3,4,150,"There is a curious story of a farmer who had a great oak in his lawn, a tree which had stood when his father first broke the soil on that land, and under which his family had many memories. It was thus a shock to him, one morning, when he awoke to find nothing but a bare patch of earth where the tree once stood, as though it had been spirited away in the wee hours of the night.
Such encounters are all that is known of what are presumably the most ancient of woses.
Special Notes: In woodlands, this unit’s ambush skill renders it invisible to enemies unless it is immediately adjacent or has revealed itself by attacking. This unit regenerates, which allows it to heal as though always stationed in a village.",https://units.wesnoth.org/1.14/mainline/en_US/Ancient%20Wose.html,244
